epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,74232.5,0.37413,0.1909,0.77969,0.97289,0.92741,0.95415,0.86583,0.32013,0.15795,0.77195,0.00015052,0.00015052,0.00015052
65,75126.8,0.37302,0.19111,0.77939,0.97134,0.92889,0.95397,0.86583,0.31963,0.15763,0.77196,0.00014656,0.00014656,0.00014656
66,76021.6,0.37228,0.1907,0.77939,0.97429,0.92677,0.95385,0.86597,0.31889,0.15727,0.77194,0.0001426,0.0001426,0.0001426
67,76915.9,0.37086,0.18952,0.77932,0.97105,0.92915,0.95387,0.8659,0.31911,0.15693,0.77195,0.00013864,0.00013864,0.00013864
68,77810.3,0.36965,0.18851,0.77903,0.9745,0.92723,0.95437,0.86626,0.31853,0.15682,0.77195,0.00013468,0.00013468,0.00013468
69,78703.4,0.36835,0.18823,0.77875,0.97442,0.92789,0.95425,0.86659,0.31798,0.15672,0.77185,0.00013072,0.00013072,0.00013072
70,79598.3,0.36782,0.18746,0.77858,0.97427,0.92815,0.9543,0.86668,0.31779,0.15646,0.77185,0.00012676,0.00012676,0.00012676
71,80493.6,0.3666,0.18651,0.77847,0.97495,0.92807,0.95444,0.86713,0.31705,0.15597,0.77185,0.0001228,0.0001228,0.0001228
72,81389.5,0.36531,0.18557,0.7786,0.97482,0.92714,0.95389,0.86661,0.31693,0.15581,0.77177,0.00011884,0.00011884,0.00011884
73,82598.2,0.36521,0.18541,0.77823,0.97474,0.92708,0.95361,0.86707,0.31647,0.15569,0.77163,0.00011488,0.00011488,0.00011488
74,83947.1,0.36402,0.1846,0.77786,0.97368,0.92806,0.95417,0.86749,0.31603,0.1556,0.77158,0.00011092,0.00011092,0.00011092
75,85309.9,0.36242,0.18334,0.77787,0.97473,0.92754,0.95428,0.86737,0.3159,0.15544,0.77149,0.00010696,0.00010696,0.00010696
76,86505.7,0.36122,0.18321,0.77751,0.97483,0.928,0.95455,0.86746,0.31541,0.15513,0.77149,0.000103,0.000103,0.000103
77,87696.4,0.36033,0.18238,0.77789,0.97419,0.92816,0.95443,0.86763,0.31516,0.15493,0.77139,9.904e-05,9.904e-05,9.904e-05
78,88892.9,0.35979,0.18169,0.77755,0.97399,0.92759,0.95459,0.86792,0.31453,0.1548,0.77132,9.508e-05,9.508e-05,9.508e-05
79,90195.2,0.359,0.18122,0.77743,0.97331,0.92846,0.95464,0.86836,0.31417,0.15442,0.77126,9.112e-05,9.112e-05,9.112e-05
80,91543.4,0.35755,0.18024,0.77776,0.97439,0.92809,0.95501,0.86887,0.31347,0.15415,0.77121,8.716e-05,8.716e-05,8.716e-05
81,92987.7,0.35724,0.17977,0.77751,0.97463,0.92772,0.95505,0.86885,0.31309,0.15387,0.7712,8.32e-05,8.32e-05,8.32e-05
82,94306.2,0.35568,0.17926,0.77744,0.97535,0.92813,0.95558,0.86918,0.31292,0.15382,0.7712,7.924e-05,7.924e-05,7.924e-05
83,95248.4,0.35527,0.17802,0.77766,0.97472,0.92823,0.9556,0.86905,0.31229,0.15341,0.77114,7.528e-05,7.528e-05,7.528e-05
84,96363.1,0.35461,0.17761,0.77741,0.97406,0.92916,0.9555,0.86934,0.3119,0.15334,0.77119,7.132e-05,7.132e-05,7.132e-05
85,97658.3,0.35385,0.17705,0.77736,0.97474,0.92806,0.9551,0.8692,0.31157,0.15332,0.77126,6.736e-05,6.736e-05,6.736e-05
86,99066.4,0.35279,0.17661,0.77692,0.97312,0.9291,0.95517,0.86925,0.31134,0.15306,0.77128,6.34e-05,6.34e-05,6.34e-05
87,100402,0.35145,0.17569,0.77713,0.97271,0.92886,0.95505,0.86931,0.31122,0.15313,0.77126,5.944e-05,5.944e-05,5.944e-05
88,101567,0.35098,0.17548,0.77715,0.97321,0.92917,0.95526,0.86943,0.3112,0.15315,0.7712,5.548e-05,5.548e-05,5.548e-05
89,102681,0.34931,0.17448,0.7768,0.97408,0.92805,0.95541,0.8695,0.31124,0.15287,0.77123,5.152e-05,5.152e-05,5.152e-05
90,103782,0.34882,0.174,0.77689,0.97293,0.92959,0.9557,0.8696,0.31091,0.15249,0.77115,4.756e-05,4.756e-05,4.756e-05
91,104977,0.32589,0.16543,0.77116,0.97482,0.92732,0.95527,0.86946,0.31185,0.15286,0.77118,4.36e-05,4.36e-05,4.36e-05
92,106282,0.32204,0.16325,0.77044,0.97655,0.92655,0.9557,0.86938,0.31181,0.15283,0.77119,3.964e-05,3.964e-05,3.964e-05
93,107654,0.32082,0.16224,0.77088,0.97607,0.92673,0.95516,0.86945,0.31181,0.15287,0.77117,3.568e-05,3.568e-05,3.568e-05
94,108985,0.31919,0.16145,0.77054,0.97648,0.92692,0.95551,0.87004,0.31158,0.15283,0.77114,3.172e-05,3.172e-05,3.172e-05
95,110173,0.31811,0.16057,0.77017,0.97641,0.92709,0.9558,0.87008,0.31129,0.15281,0.77113,2.776e-05,2.776e-05,2.776e-05
96,111550,0.31704,0.1596,0.77018,0.97718,0.9272,0.95622,0.87016,0.31097,0.15255,0.77109,2.38e-05,2.38e-05,2.38e-05
97,112941,0.31557,0.15833,0.77001,0.97675,0.9276,0.9561,0.87039,0.31094,0.15235,0.77109,1.984e-05,1.984e-05,1.984e-05
98,114340,0.31468,0.15773,0.76969,0.97731,0.92746,0.95605,0.87027,0.31078,0.15213,0.77106,1.588e-05,1.588e-05,1.588e-05
99,115772,0.31435,0.1571,0.76944,0.9785,0.92739,0.95628,0.8705,0.31067,0.15199,0.77105,1.192e-05,1.192e-05,1.192e-05
100,117119,0.31368,0.15645,0.76978,0.97833,0.92739,0.95638,0.87049,0.3105,0.15205,0.77101,7.96e-06,7.96e-06,7.96e-06
